chrom,start,end,ancestry,data_set
2,3551615,3562039,foreign,27
2,3562039,3627876,resident,27
2,3627876,3642716,foreign,27
2,3642716,4298024,resident,27
2,4298024,4312788,foreign,27
2,4312788,4343481,resident,27
2,4343481,4410395,foreign,27
2,4410395,4527163,resident,27
2,4527163,4559744,foreign,27
2,4559744,4973555,resident,27
2,4973555,4975909,foreign,27
2,4975909,5181145,resident,27
2,5181145,5181532,foreign,27
2,5181532,5187251,resident,27
2,5187251,5260195,foreign,27
2,5260195,5261852,resident,27
2,5261852,5394782,foreign,27
2,5394782,5403726,resident,27
2,5403726,5452439,foreign,27
2,5452439,5506682,resident,27
2,5506682,5521273,foreign,27
2,5521273,5599424,resident,27
2,5599424,5667980,foreign,27
2,5667980,5821816,resident,27
2,5821816,5832979,foreign,27
2,5832979,5905678,resident,27
2,5905678,5908868,foreign,27
2,5908868,6172163,resident,27
2,6172163,6192170,foreign,27
2,6192170,6523804,resident,27
2,6523804,6531095,foreign,27
2,6531095,6728173,resident,27
2,6728173,6785695,foreign,27
2,6785695,6937049,resident,27
2,6937049,7004303,foreign,27
2,7004303,7029780,resident,27
2,7029780,7041450,foreign,27
2,7041450,7401438,resident,27
2,7401438,7441824,foreign,27
2,7441824,7494687,resident,27
2,7494687,7499518,foreign,27
2,7499518,7970904,resident,27
2,7970904,7997076,foreign,27
2,7997076,8041233,resident,27
2,8041233,8089766,foreign,27
2,8089766,8218345,resident,27
2,8218345,8375081,foreign,27
2,8375081,8400959,resident,27
2,8400959,8495497,foreign,27
2,8495497,8665347,resident,27
2,8665347,8671710,foreign,27
2,8671710,8702104,resident,27
2,8702104,8791512,foreign,27
2,8791512,9693683,resident,27
2,9693683,9781436,foreign,27
2,9781436,9953076,resident,27
2,9953076,9976313,foreign,27
2,9976313,10000000,resident,27
3,0,15689,foreign,27
3,15689,518031,resident,27
3,518031,641622,foreign,27
3,641622,873041,resident,27
3,873041,890934,foreign,27
3,890934,1277799,resident,27
3,1277799,1288326,foreign,27
3,1288326,1356122,resident,27
3,1356122,1364063,foreign,27
3,1364063,1444168,resident,27
3,1444168,1457196,foreign,27
3,1457196,1559409,resident,27
3,1559409,1613662,foreign,27
3,1613662,2188499,resident,27
3,2188499,2356618,foreign,27
3,2356618,2370760,resident,27
3,2370760,2392273,foreign,27
3,2392273,2445453,resident,27
3,2445453,2455037,foreign,27
3,2455037,2720643,resident,27
3,2720643,2969577,foreign,27
3,2969577,3072556,resident,27
3,3072556,3128101,foreign,27
3,3128101,3188138,resident,27
3,3188138,3381677,foreign,27
3,3381677,3416528,resident,27
3,3416528,3426920,foreign,27
3,3426920,3662995,resident,27
3,3662995,3731791,foreign,27
3,3731791,3776901,resident,27
3,3776901,3856600,foreign,27
3,3856600,3941255,resident,27
3,3941255,3998795,foreign,27
3,3998795,4078270,resident,27
3,4078270,4094843,foreign,27
3,4094843,4295928,resident,27
3,4295928,4312788,foreign,27
3,4312788,4493745,resident,27
3,4493745,4562437,foreign,27
3,4562437,5001318,resident,27
3,5001318,5111940,foreign,27
3,5111940,5206419,resident,27
3,5206419,5477328,foreign,27
3,5477328,5883143,resident,27
3,5883143,5998929,foreign,27
3,5998929,6288135,resident,27
3,6288135,6314938,foreign,27
3,6314938,6415942,resident,27
3,6415942,6442363,foreign,27
3,6442363,6481928,resident,27
3,6481928,6490659,foreign,27
3,6490659,6749621,resident,27
3,6749621,6829966,foreign,27
3,6829966,6937049,resident,27
3,6937049,6957573,foreign,27
3,6957573,7173484,resident,27
3,7173484,7174292,foreign,27
3,7174292,7177499,resident,27
3,7177499,7224410,foreign,27
3,7224410,7338962,resident,27
3,7338962,7346555,foreign,27
3,7346555,7813171,resident,27
3,7813171,7819937,foreign,27
3,7819937,8228507,resident,27
3,8228507,8240100,foreign,27
3,8240100,8293039,resident,27
3,8293039,8413329,foreign,27
3,8413329,8813082,resident,27
3,8813082,8827223,foreign,27
3,8827223,9112500,resident,27
3,9112500,9328993,foreign,27
3,9328993,9539618,resident,27
3,9539618,9583070,foreign,27
3,9583070,9586044,resident,27
3,9586044,9638157,foreign,27
3,9638157,9815594,resident,27
3,9815594,9886676,foreign,27
3,9886676,9929099,resident,27
3,9929099,9931121,foreign,27
3,9931121,10000000,resident,27
4,0,158369,foreign,27
4,158369,343074,resident,27
4,343074,369722,foreign,27
4,369722,587717,resident,27
4,587717,607498,foreign,27
4,607498,658639,resident,27
4,658639,818726,foreign,27
4,818726,1073895,resident,27
4,1073895,1100137,foreign,27
4,1100137,1302399,resident,27
4,1302399,1364063,foreign,27
4,1364063,1444168,resident,27
4,1444168,1457196,foreign,27
4,1457196,1534757,resident,27
4,1534757,1545157,foreign,27
4,1545157,1964478,resident,27
4,1964478,2088016,foreign,27
4,2088016,2228291,resident,27
4,2228291,2258947,foreign,27
4,2258947,2344516,resident,27
4,2344516,2396935,foreign,27
4,2396935,2989736,resident,27
4,2989736,3027545,foreign,27
4,3027545,3410508,resident,27
4,3410508,3485111,foreign,27
4,3485111,3504771,resident,27
4,3504771,3539662,foreign,27
4,3539662,3593164,resident,27
4,3593164,3626558,foreign,27
4,3626558,3919944,resident,27
4,3919944,4034536,foreign,27
4,4034536,4113622,resident,27
4,4113622,4204123,foreign,27
4,4204123,4212914,resident,27
4,4212914,4277078,foreign,27
4,4277078,4456072,resident,27
4,4456072,4462636,foreign,27
4,4462636,5025843,resident,27
4,5025843,5031961,foreign,27
4,5031961,5224903,resident,27
4,5224903,5260264,foreign,27
4,5260264,5260504,resident,27
4,5260504,5283714,foreign,27
4,5283714,5332345,resident,27
4,5332345,5515400,foreign,27
4,5515400,5733755,resident,27
4,5733755,5743360,foreign,27
4,5743360,5748908,resident,27
4,5748908,5816361,foreign,27
4,5816361,5923495,resident,27
4,5923495,5943374,foreign,27
4,5943374,6036495,resident,27
4,6036495,6059203,foreign,27
4,6059203,6092358,resident,27
4,6092358,6103022,foreign,27
4,6103022,6271278,resident,27
4,6271278,6294475,foreign,27
4,6294475,6318719,resident,27
4,6318719,6355557,foreign,27
4,6355557,6837496,resident,27
4,6837496,6848890,foreign,27
4,6848890,6937049,resident,27
4,6937049,7004303,foreign,27
4,7004303,7112794,resident,27
4,7112794,7180592,foreign,27
4,7180592,7315722,resident,27
4,7315722,7323898,foreign,27
4,7323898,7375583,resident,27
4,7375583,7375915,foreign,27
4,7375915,7480829,resident,27
4,7480829,7537098,foreign,27
4,7537098,7539237,resident,27
4,7539237,7539670,foreign,27
4,7539670,7578600,resident,27
4,7578600,7599339,foreign,27
4,7599339,7638557,resident,27
4,7638557,7673396,foreign,27
4,7673396,7706206,resident,27
4,7706206,7742055,foreign,27
4,7742055,8252282,resident,27
4,8252282,8499510,foreign,27
4,8499510,9096415,resident,27
4,9096415,9110335,foreign,27
4,9110335,9178740,resident,27
4,9178740,9197974,foreign,27
4,9197974,9352807,resident,27
4,9352807,9357106,foreign,27
4,9357106,9415407,resident,27
4,9415407,9417488,foreign,27
4,9417488,9437046,resident,27
4,9437046,9454995,foreign,27
4,9454995,9532043,resident,27
4,9532043,9572046,foreign,27
4,9572046,9712202,resident,27
4,9712202,9734892,foreign,27
4,9734892,9839324,resident,27
4,9839324,9869583,foreign,27
4,9869583,9957893,resident,27
4,9957893,9971333,foreign,27
4,9971333,10000000,resident,27
5,0,15689,foreign,27
5,15689,93996,resident,27
5,93996,94931,foreign,27
5,94931,176682,resident,27
5,176682,231035,foreign,27
5,231035,240901,resident,27
5,240901,255284,foreign,27
5,255284,275644,resident,27
5,275644,393086,foreign,27
5,393086,1199926,resident,27
5,1199926,1204906,foreign,27
5,1204906,1250639,resident,27
5,1250639,1364063,foreign,27
5,1364063,1444168,resident,27
5,1444168,1457196,foreign,27
5,1457196,1534757,resident,27
5,1534757,1545157,foreign,27
5,1545157,1918252,resident,27
5,1918252,1937379,foreign,27
5,1937379,2151666,resident,27
5,2151666,2209510,foreign,27
5,2209510,2273334,resident,27
5,2273334,2301580,foreign,27
5,2301580,2385642,resident,27
5,2385642,2412478,foreign,27
5,2412478,2475252,resident,27
5,2475252,2582057,foreign,27
5,2582057,2989736,resident,27
5,2989736,3003486,foreign,27
5,3003486,3025056,resident,27
5,3025056,3075898,foreign,27
5,3075898,3091572,resident,27
5,3091572,3110210,foreign,27
5,3110210,3177729,resident,27
5,3177729,3182760,foreign,27
5,3182760,3188138,resident,27
5,3188138,3235197,foreign,27
5,3235197,3310659,resident,27
5,3310659,3313209,foreign,27
5,3313209,3556656,resident,27
5,3556656,3577102,foreign,27
5,3577102,3590069,resident,27
5,3590069,3612370,foreign,27
5,3612370,3709942,resident,27
5,3709942,3729677,foreign,27
5,3729677,3797057,resident,27
5,3797057,3862355,foreign,27
5,3862355,3953312,resident,27
5,3953312,4009120,foreign,27
5,4009120,4032741,resident,27
5,4032741,4109933,foreign,27
5,4109933,4130701,resident,27
5,4130701,4179481,foreign,27
5,4179481,4298024,resident,27
5,4298024,4312788,foreign,27
5,4312788,4472991,resident,27
5,4472991,4490391,foreign,27
5,4490391,5001318,resident,27
5,5001318,5004387,foreign,27
5,5004387,5025843,resident,27
5,5025843,5031961,foreign,27
5,5031961,5234873,resident,27
5,5234873,5433433,foreign,27
5,5433433,5604340,resident,27
5,5604340,5645272,foreign,27
5,5645272,6096307,resident,27
5,6096307,6106114,foreign,27
5,6106114,6689124,resident,27
5,6689124,6726008,foreign,27
5,6726008,6941432,resident,27
5,6941432,6947110,foreign,27
5,6947110,6973510,resident,27
5,6973510,7108686,foreign,27
5,7108686,7308300,resident,27
5,7308300,7383378,foreign,27
5,7383378,7530444,resident,27
5,7530444,7555091,foreign,27
5,7555091,7813171,resident,27
5,7813171,7817663,foreign,27
5,7817663,8228507,resident,27
5,8228507,8240100,foreign,27
5,8240100,8256529,resident,27
5,8256529,8330097,foreign,27
5,8330097,8353858,resident,27
5,8353858,8363975,foreign,27
5,8363975,8464219,resident,27
5,8464219,8489943,foreign,27
5,8489943,8659723,resident,27
5,8659723,8827223,foreign,27
5,8827223,8901454,resident,27
5,8901454,8943620,foreign,27
5,8943620,9107752,resident,27
5,9107752,9110335,foreign,27
5,9110335,9178740,resident,27
5,9178740,9197974,foreign,27
5,9197974,9352807,resident,27
5,9352807,9357106,foreign,27
5,9357106,9415407,resident,27
5,9415407,9417488,foreign,27
5,9417488,9437046,resident,27
5,9437046,9454995,foreign,27
5,9454995,9532043,resident,27
5,9532043,9572046,foreign,27
5,9572046,9712202,resident,27
5,9712202,9734892,foreign,27
5,9734892,9839324,resident,27
5,9839324,9869583,foreign,27
5,9869583,10000000,resident,27
6,0,24225,foreign,27
6,24225,211371,resident,27
6,211371,213368,foreign,27
6,213368,387973,resident,27
6,387973,422526,foreign,27
6,422526,495971,resident,27
6,495971,508599,foreign,27
6,508599,611858,resident,27
6,611858,767744,foreign,27
6,767744,824076,resident,27
6,824076,913347,foreign,27
6,913347,1180695,resident,27
6,1180695,1334436,foreign,27
6,1334436,1564930,resident,27
6,1564930,1579055,foreign,27
6,1579055,1665376,resident,27
6,1665376,1692857,foreign,27
6,1692857,1724525,resident,27
6,1724525,1754697,foreign,27
6,1754697,1936389,resident,27
6,1936389,1994167,foreign,27
6,1994167,2022391,resident,27
6,2022391,2224439,foreign,27
6,2224439,2353096,resident,27
6,2353096,2385583,foreign,27
6,2385583,2385642,resident,27
6,2385642,2412478,foreign,27
6,2412478,2437256,resident,27
6,2437256,2464167,foreign,27
6,2464167,2544807,resident,27
6,2544807,2582057,foreign,27
6,2582057,2963206,resident,27
6,2963206,2969577,foreign,27
6,2969577,3487181,resident,27
6,3487181,3539882,foreign,27
6,3539882,3631607,resident,27
6,3631607,3688132,foreign,27
6,3688132,4083717,resident,27
6,4083717,4174232,foreign,27
6,4174232,4332286,resident,27
6,4332286,4433489,foreign,27
6,4433489,4591866,resident,27
6,4591866,4606594,foreign,27
6,4606594,5025843,resident,27
6,5025843,5031961,foreign,27
6,5031961,5585543,resident,27
6,5585543,5593927,foreign,27
6,5593927,5787199,resident,27
6,5787199,5842694,foreign,27
6,5842694,5881294,resident,27
6,5881294,5881847,foreign,27
6,5881847,5905678,resident,27
6,5905678,5925491,foreign,27
6,5925491,6266273,resident,27
6,6266273,6298145,foreign,27
6,6298145,6828128,resident,27
6,6828128,6829966,foreign,27
6,6829966,6915756,resident,27
6,6915756,6947110,foreign,27
6,6947110,7061896,resident,27
6,7061896,7120589,foreign,27
6,7120589,7494687,resident,27
6,7494687,7529886,foreign,27
6,7529886,7684139,resident,27
6,7684139,7716155,foreign,27
6,7716155,7717433,resident,27
6,7717433,7730132,foreign,27
6,7730132,7747263,resident,27
6,7747263,7785210,foreign,27
6,7785210,7813171,resident,27
6,7813171,7950929,foreign,27
6,7950929,7967498,resident,27
6,7967498,7984250,foreign,27
6,7984250,8112493,resident,27
6,8112493,8176490,foreign,27
6,8176490,8241708,resident,27
6,8241708,8489943,foreign,27
6,8489943,8659723,resident,27
6,8659723,8774136,foreign,27
6,8774136,9131310,resident,27
6,9131310,9135244,foreign,27
6,9135244,9193713,resident,27
6,9193713,9383074,foreign,27
6,9383074,9532043,resident,27
6,9532043,9572046,foreign,27
6,9572046,9662986,resident,27
6,9662986,9681720,foreign,27
6,9681720,9885791,resident,27
6,9885791,9886676,foreign,27
6,9886676,10000000,resident,27
7,0,15689,foreign,27
7,15689,30176,resident,27
7,30176,94931,foreign,27
7,94931,290383,resident,27
7,290383,313206,foreign,27
7,313206,346192,resident,27
7,346192,424059,foreign,27
7,424059,817445,resident,27
7,817445,846141,foreign,27
7,846141,1077237,resident,27
7,1077237,1102296,foreign,27
7,1102296,1250639,resident,27
7,1250639,1357452,foreign,27
7,1357452,1413071,resident,27
7,1413071,1434017,foreign,27
7,1434017,1625519,resident,27
7,1625519,1630944,foreign,27
7,1630944,1668208,resident,27
7,1668208,1671558,foreign,27
7,1671558,2022391,resident,27
7,2022391,2096693,foreign,27
7,2096693,2188499,resident,27
7,2188499,2343170,foreign,27
7,2343170,2353096,resident,27
7,2353096,2396935,foreign,27
7,2396935,2526888,resident,27
7,2526888,2615159,foreign,27
7,2615159,2642744,resident,27
7,2642744,2715671,foreign,27
7,2715671,3091572,resident,27
7,3091572,3114229,foreign,27
7,3114229,3393191,resident,27
7,3393191,3441548,foreign,27
7,3441548,3465895,resident,27
7,3465895,3535995,foreign,27
7,3535995,3551615,resident,27
7,3551615,3617613,foreign,27
7,3617613,3655317,resident,27
7,3655317,3731791,foreign,27
7,3731791,3779197,resident,27
7,3779197,3854459,foreign,27
7,3854459,3946405,resident,27
7,3946405,4029525,foreign,27
7,4029525,4332286,resident,27
7,4332286,4385409,foreign,27
7,4385409,4607661,resident,27
7,4607661,4700185,foreign,27
7,4700185,5328141,resident,27
7,5328141,5330159,foreign,27
7,5330159,5592333,resident,27
7,5592333,5619994,foreign,27
7,5619994,5796997,resident,27
7,5796997,5842694,foreign,27
7,5842694,5881294,resident,27
7,5881294,5881847,foreign,27
7,5881847,5905678,resident,27
7,5905678,5925491,foreign,27
7,5925491,6500425,resident,27
7,6500425,6500990,foreign,27
7,6500990,6777057,resident,27
7,6777057,6794810,foreign,27
7,6794810,6833083,resident,27
7,6833083,6837550,foreign,27
7,6837550,6844814,resident,27
7,6844814,6848890,foreign,27
7,6848890,6958472,resident,27
7,6958472,7016548,foreign,27
7,7016548,7190599,resident,27
7,7190599,7223483,foreign,27
7,7223483,7245079,resident,27
7,7245079,7333285,foreign,27
7,7333285,7480829,resident,27
7,7480829,7690143,foreign,27
7,7690143,7864924,resident,27
7,7864924,7904533,foreign,27
7,7904533,7909073,resident,27
7,7909073,8031183,foreign,27
7,8031183,8186373,resident,27
7,8186373,8283606,foreign,27
7,8283606,8446613,resident,27
7,8446613,8536555,foreign,27
7,8536555,8613470,resident,27
7,8613470,8662976,foreign,27
7,8662976,8732122,resident,27
7,8732122,8733604,foreign,27
7,8733604,8767382,resident,27
7,8767382,8847062,foreign,27
7,8847062,8911454,resident,27
7,8911454,8925714,foreign,27
7,8925714,9168603,resident,27
7,9168603,9191147,foreign,27
7,9191147,9539618,resident,27
7,9539618,9588781,foreign,27
7,9588781,9607010,resident,27
7,9607010,9661690,foreign,27
7,9661690,9693980,resident,27
7,9693980,9836848,foreign,27
7,9836848,9850271,resident,27
7,9850271,9869583,foreign,27
7,9869583,9892488,resident,27
7,9892488,9971333,foreign,27
7,9971333,10000000,resident,27
8,0,25804,foreign,27
8,25804,134221,resident,27
8,134221,322283,foreign,27
8,322283,349181,resident,27
8,349181,491738,foreign,27
8,491738,1283484,resident,27
8,1283484,1329438,foreign,27
8,1329438,1559409,resident,27
8,1559409,1601123,foreign,27
8,1601123,1665376,resident,27
8,1665376,1692857,foreign,27
8,1692857,1724525,resident,27
8,1724525,1754697,foreign,27
8,1754697,2044626,resident,27
8,2044626,2112141,foreign,27
8,2112141,2188499,resident,27
8,2188499,2396935,foreign,27
8,2396935,2720643,resident,27
8,2720643,2739345,foreign,27
8,2739345,3177729,resident,27
8,3177729,3184241,foreign,27
8,3184241,3263383,resident,27
8,3263383,3348540,foreign,27
8,3348540,3366669,resident,27
8,3366669,3374426,foreign,27
8,3374426,3403785,resident,27
8,3403785,3464858,foreign,27
8,3464858,3504771,resident,27
8,3504771,3617613,foreign,27
8,3617613,3644527,resident,27
8,3644527,3724988,foreign,27
8,3724988,3863992,resident,27
8,3863992,3935574,foreign,27
8,3935574,4003031,resident,27
8,4003031,4014501,foreign,27
8,4014501,4122747,resident,27
8,4122747,4179481,foreign,27
8,4179481,4332286,resident,27
8,4332286,4433489,foreign,27
8,4433489,4760527,resident,27
8,4760527,4796059,foreign,27
8,4796059,4995235,resident,27
8,4995235,5039291,foreign,27
8,5039291,5352086,resident,27
8,5352086,5612838,foreign,27
8,5612838,5771819,resident,27
8,5771819,5832979,foreign,27
8,5832979,5905678,resident,27
8,5905678,5966331,foreign,27
8,5966331,6051189,resident,27
8,6051189,6062205,foreign,27
8,6062205,6492843,resident,27
8,6492843,6541696,foreign,27
8,6541696,6740109,resident,27
8,6740109,6806106,foreign,27
8,6806106,6822934,resident,27
8,6822934,6842258,foreign,27
8,6842258,6937049,resident,27
8,6937049,7004303,foreign,27
8,7004303,7010262,resident,27
8,7010262,7041450,foreign,27
8,7041450,7401438,resident,27
8,7401438,7539670,foreign,27
8,7539670,7578600,resident,27
8,7578600,7599339,foreign,27
8,7599339,7638557,resident,27
8,7638557,7673396,foreign,27
8,7673396,7706206,resident,27
8,7706206,7710595,foreign,27
8,7710595,7757865,resident,27
8,7757865,7774741,foreign,27
8,7774741,7967498,resident,27
8,7967498,7984250,foreign,27
8,7984250,8171307,resident,27
8,8171307,8176490,foreign,27
8,8176490,8186323,resident,27
8,8186323,8232377,foreign,27
8,8232377,8242813,resident,27
8,8242813,8413329,foreign,27
8,8413329,9096415,resident,27
8,9096415,9110335,foreign,27
8,9110335,9178740,resident,27
8,9178740,9197974,foreign,27
8,9197974,9352807,resident,27
8,9352807,9357106,foreign,27
8,9357106,9415407,resident,27
8,9415407,9417488,foreign,27
8,9417488,9437046,resident,27
8,9437046,9454995,foreign,27
8,9454995,9532043,resident,27
8,9532043,9572046,foreign,27
8,9572046,9712202,resident,27
8,9712202,9734892,foreign,27
8,9734892,9839324,resident,27
8,9839324,9869583,foreign,27
8,9869583,9957893,resident,27
8,9957893,9971333,foreign,27
8,9971333,10000000,resident,27
9,0,518031,resident,27
9,518031,591866,foreign,27
9,591866,699984,resident,27
9,699984,718960,foreign,27
9,718960,1065526,resident,27
9,1065526,1103724,foreign,27
9,1103724,1257645,resident,27
9,1257645,1265894,foreign,27
9,1265894,1453684,resident,27
9,1453684,1457196,foreign,27
9,1457196,1534757,resident,27
9,1534757,1545157,foreign,27
9,1545157,1918252,resident,27
9,1918252,1937379,foreign,27
9,1937379,2151666,resident,27
9,2151666,2209510,foreign,27
9,2209510,2273334,resident,27
9,2273334,2301580,foreign,27
9,2301580,2385642,resident,27
9,2385642,2412478,foreign,27
9,2412478,2567676,resident,27
9,2567676,2702004,foreign,27
9,2702004,2740468,resident,27
9,2740468,2791783,foreign,27
9,2791783,2892232,resident,27
9,2892232,2951656,foreign,27
9,2951656,3091572,resident,27
9,3091572,3114229,foreign,27
9,3114229,3416528,resident,27
9,3416528,3426920,foreign,27
9,3426920,3529494,resident,27
9,3529494,3539882,foreign,27
9,3539882,3631607,resident,27
9,3631607,3640675,foreign,27
9,3640675,3865535,resident,27
9,3865535,4029525,foreign,27
9,4029525,4332286,resident,27
9,4332286,4385409,foreign,27
9,4385409,4493745,resident,27
9,4493745,4562437,foreign,27
9,4562437,4970981,resident,27
9,4970981,4975909,foreign,27
9,4975909,5056727,resident,27
9,5056727,5111940,foreign,27
9,5111940,5123996,resident,27
9,5123996,5124114,foreign,27
9,5124114,5523027,resident,27
9,5523027,5535000,foreign,27
9,5535000,5593042,resident,27
9,5593042,5612364,foreign,27
9,5612364,5682232,resident,27
9,5682232,5774850,foreign,27
9,5774850,5787199,resident,27
9,5787199,5857233,foreign,27
9,5857233,5905678,resident,27
9,5905678,5998929,foreign,27
9,5998929,6728173,resident,27
9,6728173,6766652,foreign,27
9,6766652,6835891,resident,27
9,6835891,6848890,foreign,27
9,6848890,6958472,resident,27
9,6958472,7016548,foreign,27
9,7016548,7089951,resident,27
9,7089951,7202402,foreign,27
9,7202402,7401438,resident,27
9,7401438,7555091,foreign,27
9,7555091,7813171,resident,27
9,7813171,7817663,foreign,27
9,7817663,8228507,resident,27
9,8228507,8240100,foreign,27
9,8240100,8256529,resident,27
9,8256529,8330097,foreign,27
9,8330097,8353858,resident,27
9,8353858,8363975,foreign,27
9,8363975,8464219,resident,27
9,8464219,8489943,foreign,27
9,8489943,8659723,resident,27
9,8659723,8827223,foreign,27
9,8827223,8901454,resident,27
9,8901454,8943620,foreign,27
9,8943620,9551668,resident,27
9,9551668,9588781,foreign,27
9,9588781,9607010,resident,27
9,9607010,9661690,foreign,27
9,9661690,9830100,resident,27
9,9830100,9833699,foreign,27
9,9833699,9843885,resident,27
9,9843885,10000000,foreign,27
0,0,506025,resident,28
0,506025,610561,foreign,28
0,610561,710500,resident,28
0,710500,771582,foreign,28
0,771582,792019,resident,28
0,792019,1394765,foreign,28
0,1394765,1449491,resident,28
0,1449491,1532646,foreign,28
0,1532646,1566226,resident,28
0,1566226,1612708,foreign,28
0,1612708,1644318,resident,28
0,1644318,1679628,foreign,28
0,1679628,1706778,resident,28
0,1706778,1833594,foreign,28
0,1833594,1874827,resident,28
0,1874827,1882555,foreign,28
0,1882555,2042443,resident,28
0,2042443,2076561,foreign,28
0,2076561,2259450,resident,28
0,2259450,2277710,foreign,28
0,2277710,2408350,resident,28
0,2408350,2417470,foreign,28
0,2417470,2493236,resident,28
0,2493236,2608234,foreign,28
0,2608234,2623668,resident,28
0,2623668,2642779,foreign,28
0,2642779,2850650,resident,28
0,2850650,2887702,foreign,28
0,2887702,2902178,resident,28
0,2902178,2910306,foreign,28
0,2910306,2927930,resident,28
0,2927930,2982378,foreign,28
0,2982378,3093476,resident,28
0,3093476,3184535,foreign,28
0,3184535,3347898,resident,28
0,3347898,3356290,foreign,28
0,3356290,3435187,resident,28
0,3435187,3513769,foreign,28
0,3513769,3520748,resident,28
0,3520748,3544587,foreign,28
0,3544587,3583888,resident,28
0,3583888,3609097,foreign,28
0,3609097,3725358,resident,28
0,3725358,3747735,foreign,28
0,3747735,3900599,resident,28
0,3900599,3939559,foreign,28
0,3939559,3955020,resident,28
0,3955020,3973109,foreign,28
0,3973109,4511110,resident,28
0,4511110,4569827,foreign,28
0,4569827,4689339,resident,28
0,4689339,4708003,foreign,28
0,4708003,5373669,resident,28
0,5373669,5381287,foreign,28
0,5381287,5682045,resident,28
0,5682045,5706160,foreign,28
0,5706160,5773928,resident,28
0,5773928,5901190,foreign,28
0,5901190,5964427,resident,28
0,5964427,6161073,foreign,28
0,6161073,6189304,resident,28
0,6189304,6199902,foreign,28
0,6199902,6266713,resident,28
0,6266713,6298841,foreign,28
0,6298841,6579127,resident,28
0,6579127,6642598,foreign,28
0,6642598,6706892,resident,28
0,6706892,6722329,foreign,28
0,6722329,6826786,resident,28
0,6826786,6905307,foreign,28
0,6905307,7137686,resident,28
0,7137686,7182361,foreign,28
0,7182361,7401348,resident,28
0,7401348,7407968,foreign,28
0,7407968,7614467,resident,28
0,7614467,7678310,foreign,28
0,7678310,7785445,resident,28
0,7785445,7814125,foreign,28
0,7814125,7814707,resident,28
0,7814707,7850907,foreign,28
0,7850907,7944131,resident,28
0,7944131,8132985,foreign,28
0,8132985,8388794,resident,28
0,8388794,8401621,foreign,28
0,8401621,8437343,resident,28
0,8437343,8488534,foreign,28
0,8488534,8617057,resident,28
0,8617057,8657475,foreign,28
0,8657475,8745775,resident,28
0,8745775,8825456,foreign,28
0,8825456,9259913,resident,28
0,9259913,9311555,foreign,28
0,9311555,9618930,resident,28
0,9618930,9685569,foreign,28
0,9685569,9929849,resident,28
0,9929849,9930160,foreign,28
0,9930160,10000000,resident,28
1,0,243991,resident,28
1,243991,600390,foreign,28
1,600390,660460,resident,28
1,660460,789896,foreign,28
1,789896,995277,resident,28
1,995277,1029405,foreign,28
1,1029405,1131098,resident,28
1,1131098,1270795,foreign,28
1,1270795,1380238,resident,28
1,1380238,1394765,foreign,28
1,1394765,1465319,resident,28
1,1465319,1465403,foreign,28
1,1465403,1525423,resident,28
1,1525423,1714578,foreign,28
1,1714578,1742141,resident,28
1,1742141,1810407,foreign,28
1,1810407,1827845,resident,28
1,1827845,1849401,foreign,28
1,1849401,2129016,resident,28
1,2129016,2135407,foreign,28
1,2135407,2342955,resident,28
1,2342955,2550234,foreign,28
1,2550234,2969507,resident,28
1,2969507,3020877,foreign,28
1,3020877,3094573,resident,28
1,3094573,3184535,foreign,28
1,3184535,3291110,resident,28
1,3291110,3548900,foreign,28
1,3548900,3931345,resident,28
1,3931345,3939559,foreign,28
1,3939559,4511110,resident,28
1,4511110,4569827,foreign,28
1,4569827,4681023,resident,28
1,4681023,4683054,foreign,28
1,4683054,4856089,resident,28
1,4856089,4904109,foreign,28
1,4904109,5039680,resident,28
1,5039680,5057439,foreign,28
1,5057439,5216993,resident,28
1,5216993,5275429,foreign,28
1,5275429,5336018,resident,28
1,5336018,5513952,foreign,28
1,5513952,5543771,resident,28
1,5543771,5554357,foreign,28
1,5554357,5581874,resident,28
1,5581874,5603673,foreign,28
1,5603673,5662229,resident,28
1,5662229,5804690,foreign,28
1,5804690,5874777,resident,28
1,5874777,5901190,foreign,28
1,5901190,5923443,resident,28
1,5923443,5923554,foreign,28
1,5923554,5954571,resident,28
1,5954571,5964592,foreign,28
1,5964592,6114845,resident,28
1,6114845,6166667,foreign,28
1,6166667,6169609,resident,28
1,6169609,6202011,foreign,28
1,6202011,6211996,resident,28
1,6211996,6259975,foreign,28
1,6259975,6859009,resident,28
1,6859009,6870655,foreign,28
1,6870655,6896257,resident,28
1,6896257,6988787,foreign,28
1,6988787,7557463,resident,28
1,7557463,7569509,foreign,28
1,7569509,7864177,resident,28
1,7864177,7923389,foreign,28
1,7923389,8123502,resident,28
1,8123502,8144700,foreign,28
1,8144700,8282225,resident,28
1,8282225,8335947,foreign,28
1,8335947,8371134,resident,28
1,8371134,8618716,foreign,28
1,8618716,8653708,resident,28
1,8653708,8672748,foreign,28
1,8672748,8737343,resident,28
1,8737343,8825456,foreign,28
1,8825456,8940515,resident,28
1,8940515,8963999,foreign,28
1,8963999,9102018,resident,28
1,9102018,9118719,foreign,28
1,9118719,9186569,resident,28
1,9186569,9191157,foreign,28
1,9191157,9266154,resident,28
1,9266154,9289639,foreign,28
1,9289639,9340417,resident,28
1,9340417,9354212,foreign,28
1,9354212,9497385,resident,28
1,9497385,9564095,foreign,28
